ID	SMILES	compound_name	DT50_count	DT50_gmean	DT50_log_median	DT50_log_gmean	DT50_log_spread	DT50_log_std	DT50_log_bayesian_mean	DT50_log_bayesian_std	DT50_log_bayesian_mean_std	canonical_SMILES	cropped_canonical_SMILES	cropped_canonical_SMILES_no_stereo	pathway_name	compound_id	node_depth	acidity_std	CEC_log_std	OC_log_std	biomass_log_std	temperature_std	logDT50_mean	logDT50_std
375	NC(=O)c1c(Cl)cccc1Cl	AE C653711	4	768.4727016739846	721.5	2.8856284447402247	0.6414985922810388	0.24479418357716537	2.87	0.39	0.24	NC(=O)c1c(Cl)cccc1Cl	NC(=O)c1c(Cl)cccc1Cl	NC(=O)c1c(Cl)cccc1Cl	Fluopicolide	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/6792ab10-810f-4b80-bc9b-67b1f20cd6f6/structure/56c92dfe-38c2-480b-9e17-da75dc1b6e02	1	1.4500000000000002	0.2592569699389438			0.0	2.87	0.24
376	O=C(O)c1ncc(C(F)(F)F)cc1Cl	AE C657188	3	4.015936423283094	4.4	0.6037868288292226	0.15760785336166805	0.07019066159671777	0.62	0.35	0.23	O=C(O)c1ncc(C(F)(F)F)cc1Cl	O=C(O)c1ncc(C(F)(F)F)cc1Cl	O=C(O)c1ncc(C(F)(F)F)cc1Cl	Fluopicolide	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/f4e4203d-87cd-4367-ab39-6a6042ca4000/structure/7c2fd1ad-70ac-4b77-80fc-3304d11f58c5	1	0.9273618495495702				0.0	0.62	0.23
377	O=C(NCc1ncc(C(F)(F)F)cc1Cl)c1c(Cl)cccc1Cl	Fluopicolide	11	379.5213245883244	345.0	2.579236183105939	0.767685816705479	0.23975603049393784	2.59	0.32	0.11	O=C(NCc1ncc(C(F)(F)F)cc1Cl)c1c(Cl)cccc1Cl	O=C(NCc1ncc(C(F)(F)F)cc1Cl)c1c(Cl)cccc1Cl	O=C(NCc1ncc(C(F)(F)F)cc1Cl)c1c(Cl)cccc1Cl	Fluopicolide	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/8bb485f3-fc4c-4f3d-b2c9-6e217d7d9421/structure/c3e8e00c-5a40-4928-a7e6-a58cfdcc5343	0	0.9079993446679108	0.2531830100438425			5.222329678670935	2.59	0.11
378	O=C(NCCc1ncc(C(F)(F)F)cc1Cl)c1ccccc1C(F)(F)F	Fluopyram	12	332.0746183539008	294.5	2.521235682192485	0.6632238129300378	0.23154358324853963	2.51	0.3	0.09	O=C(NCCc1ncc(C(F)(F)F)cc1Cl)c1ccccc1C(F)(F)F	O=C(NCCc1ncc(C(F)(F)F)cc1Cl)c1ccccc1C(F)(F)F	O=C(NCCc1ncc(C(F)(F)F)cc1Cl)c1ccccc1C(F)(F)F	Fluopyram	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/635370b1-e609-4137-9c1f-3b9885aba93c/structure/8eb89d39-0664-4a2f-a629-2f871b51caef	0	0.7372527834241569	0.11709490196774593			2.3570226039551585	2.51	0.09
379	CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(O)c1F	M48 (HEC 5725-E-des-chlorophenyl)	3	54.161337786876736	47.1	1.733689382897974	0.4702138410097163	0.1966990290323181	1.75	0.39	0.26	CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(O)c1F	CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(O)c1F	CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(O)c1F	Fluoxastrobin	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/c1c8245c-5fc4-4a10-a2eb-c64fa4a401cf/structure/2d981654-c797-48fd-9926-54f287a4106a	1	0.4642796092394705	0.1365006360318689			0.0	1.75	0.26
380	CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F	Fluoxastrobin	6	51.45165086984587	36.95	1.7113993140287158	1.4722687519252504	0.594932755550081	1.7	0.61	0.27	CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F	CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F	CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F	Fluoxastrobin	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/9874f4d8-ff64-4b68-a092-a6e0fa9bc54e/structure/0bd01554-a09e-4f2a-aef6-2d22ecd209fb	0	0.5145116346811045	0.2431209624723861			0.0	1.7	0.27
381	O=C1C=C(N(Cc2ccc(Cl)nc2)CC(F)F)CO1	Flupyradifurone	16	64.66974179112097	57.3	1.8107011269295628	0.8653014261025436	0.26120105976891567	1.81	0.3	0.08	O=C1C=C(N(Cc2ccc(Cl)nc2)CC(F)F)CO1	O=C1C=C(N(Cc2ccc(Cl)nc2)CC(F)F)CO1	O=C1C=C(N(Cc2ccc(Cl)nc2)CC(F)F)CO1	Flupyradifurone	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/6c4655a6-4596-43a7-b653-42a4a2d3bc94/structure/2ae8608e-69c5-4d86-93ba-11015d9343e8	0	0.6311881157784897	0.1768504154936892			0.3739568825412902	1.81	0.08
382	COC(=O)c1ccc(C(F)(F)F)nc1Nc1nc(O)cc(OC)n1	IN-KV996	5	30.764044021938233	26.9	1.4880434241388962	0.30598209586323377	0.1203613269055923	1.49	0.32	0.16	COC(=O)c1ccc(C(F)(F)F)nc1Nc1nc(O)cc(OC)n1	COC(=O)c1ccc(C(F)(F)F)nc1Nc1nc(O)cc(OC)n1	COC(=O)c1ccc(C(F)(F)F)nc1Nc1nc(O)cc(OC)n1	Flupyrsulfuron-methyl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/da06c4c4-599e-4bac-8257-b4fe423f8122/structure/a6878647-3688-41b4-9e40-31d962c733c2	2	1.1359577456930343	0.19454862955253213			0.0	1.49	0.16
383	COc1cc(OC)nc(C2C(=O)NC(=O)c3cc(C(F)(F)F)ncc32)n1	IN-JV460	11	90.78842415190714	57.0	1.9580304779545925	1.1357085542254788	0.3753514327457881	1.97	0.4	0.13	COc1cc(OC)nc(C2C(=O)NC(=O)c3cc(C(F)(F)F)ncc32)n1	COc1cc(OC)nc(C2C(=O)NC(=O)c3cc(C(F)(F)F)ncc32)n1	COc1cc(OC)nc(C2C(=O)NC(=O)c3cc(C(F)(F)F)ncc32)n1	Flupyrsulfuron-methyl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/bd3bc67d-21c3-4033-9d27-104465d6dcf9/structure/e1b8baea-d8f2-4249-bc3b-bc2977cb57f7	2	0.9439673618114607	0.2800049716593795			0.2987577586391822	1.97	0.13
384	COc1cc(O)nc(C2C(=O)NC(=O)c3cc(C(F)(F)F)ncc32)n1	IN-KC576	5	149.10192667932313	125.4	2.1734832553966044	1.7931741239681502	0.7321055844076413	2.4	1.01	0.53	COc1cc(O)nc(C2C(=O)NC(=O)c3cc(C(F)(F)F)ncc32)n1	COc1cc(O)nc(C2C(=O)NC(=O)c3cc(C(F)(F)F)ncc32)n1	COc1cc(O)nc(C2C(=O)NC(=O)c3cc(C(F)(F)F)ncc32)n1	Flupyrsulfuron-methyl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/ca98fa09-9d0c-4827-a6d4-609f26c5a7ed/structure/7f1e69ec-d271-4d2b-965a-7f6a7ae327c2	3	0.9967948635501689	0.2848562779868429			0.0	2.4	0.53
385	COC(=O)c1ccc(C(F)(F)F)nc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1	Flupyrsulfuron-methyl	11	13.23108647767637	12.3	1.1215955079732811	0.8639090091293826	0.22693187248971952	1.13	0.3	0.1	COC(=O)c1ccc(C(F)(F)F)nc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1	COC(=O)c1ccc(C(F)(F)F)nc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1	COC(=O)c1ccc(C(F)(F)F)nc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1	Flupyrsulfuron-methyl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/7819e3a0-8f4d-4f5c-927b-5f607d07be15/structure/c7a5a0f3-6911-40df-b7ca-7aba246088c0	0	0.5184209974321182	0.46651172641664534			2.8747978728803445	1.13	0.1
386	COC(=O)c1ccc(C(F)(F)F)nc1N(C(N)=O)c1nc(OC)cc(OC)n1	IN-KT982	5	2.1061240594339194	1.0	0.3234839493474353	1.0492180226701815	0.42438245272432285	-0.0	0.76	0.47	COC(=O)c1ccc(C(F)(F)F)nc1N(C(N)=O)c1nc(OC)cc(OC)n1	COC(=O)c1ccc(C(F)(F)F)nc1N(C(N)=O)c1nc(OC)cc(OC)n1	COC(=O)c1ccc(C(F)(F)F)nc1N(C(N)=O)c1nc(OC)cc(OC)n1	Flupyrsulfuron-methyl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/ad4991b1-7f06-4b4e-8735-ba452070a358/structure/24aad921-ea6f-4118-ba92-d5cce0641772	1	1.0392304845413265	0.15443376542638315			0.0	-0.0	0.47
387	NS(=O)(=O)c1nc(C(F)(F)F)ccc1C(=O)O	IN-KY374	3	83.94914415058294	124.1	1.9240162729270298	0.8317852894087436	0.3601660648802848	1.92	0.47	0.3	NS(=O)(=O)c1nc(C(F)(F)F)ccc1C(=O)O	NS(=O)(=O)c1nc(C(F)(F)F)ccc1C(=O)O	NS(=O)(=O)c1nc(C(F)(F)F)ccc1C(=O)O	Flupyrsulfuron-methyl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/20d2d71a-9753-439e-baaf-17c760ccf185/structure/3e59cfaa-f856-4043-9013-2b66ccfc4df8	2	0.4496912521077348	0.1067335917628606			0.0	1.92	0.3
388	O=c1c2cc(F)ccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl	Fluquinconazole	6	323.46059500535483	398.0	2.509821381097164	0.443306946614753	0.1728224206882054	2.5	0.31	0.13	O=c1c2cc(F)ccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl	O=c1c2cc(F)ccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl	O=c1c2cc(F)ccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl	Fluquinconazole	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/673b6919-5815-4532-a2d8-8819e59be5c1/structure/ce1f201c-a870-4835-915f-1b6b8d444fa7	0	0.4921607686744468	0.228868453181857			0.0	2.5	0.13
389	O=c1[nH]c2ccc(F)cc2c(=O)n1-c1ccc(Cl)cc1Cl	Dione	4	364.15118544409654	385.1	2.5612817280785407	0.3581986353204023	0.13740025194991926	2.56	0.34	0.19	O=c1[nH]c2ccc(F)cc2c(=O)n1-c1ccc(Cl)cc1Cl	O=c1[nH]c2ccc(F)cc2c(=O)n1-c1ccc(Cl)cc1Cl	O=c1[nH]c2ccc(F)cc2c(=O)n1-c1ccc(Cl)cc1Cl	Fluquinconazole	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/11b456e7-3fc7-415e-9fba-0c6706cd0e5c/structure/5b3cf4a7-6fc5-445e-9ca0-6ff4b8fe0a45	1	0.6057020719792858	0.25796519164435855			0.0	2.56	0.19
390	O=C1CC(CCl)CN1c1cccc(C(F)(F)F)c1	R42819	3	20.455027328715126	18.2	1.310800064069164	0.2063365834381088	0.09155597686356046	1.3	0.38	0.25	O=C1CC(CCl)CN1c1cccc(C(F)(F)F)c1	O=C1CC(CCl)CN1c1cccc(C(F)(F)F)c1	O=C1CC(CCl)CN1c1cccc(C(F)(F)F)c1	Flurochloridone	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/dcbb7773-f756-4945-add5-145e9fabc202/structure/442600c1-63c7-498f-bae9-b0d2e99cfcce	1	0.7190734779330042	0.08299812901891501			0.0	1.3	0.25
391	O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1	Flurochloridone	4	13.86385104450704	14.629999999999999	1.1418838835996745	0.7825741858026153	0.3376776292885235	1.14	0.42	0.25	O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1	O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1	O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1	Flurochloridone	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/8b769c39-d12c-480b-ad72-2c131f2fcbf1/structure/835c70d0-cfe9-4c49-a756-482f322d67fd	0	0.6219927652312367	0.21385936337327105			3.4641016151377544	1.14	0.25
392	CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl	Fluroxypyr acid	24	3.1017049081561665	2.35	0.49160047727656575	2.439332693830263	0.6997087554025457	0.5	0.7	0.15	CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl	CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl	CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl	Fluroxypyr	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/cf1a1379-1df1-4f77-8c3d-19ebca6c8bec/structure/ee1475d1-1979-43d5-9de6-b6e28429b16f	0	0.7919736247011148				2.6246692913372702	0.5	0.15
393	COc1nc(F)c(Cl)c(N)c1Cl	Methoxypyridine (DMP)	12	206.01840085217037	202.55	2.313906011785016	1.7772835288524167	0.5455863491474428	2.36	0.65	0.2	COc1nc(F)c(Cl)c(N)c1Cl	COc1nc(F)c(Cl)c(N)c1Cl	COc1nc(F)c(Cl)c(N)c1Cl	Fluroxypyr	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/5f6cf11a-253f-4110-b51f-34aeb857fe3a/structure/7ab776d6-e756-4158-88ba-7a5b31fd6dd1	2	0.7919736247011148				2.6246692913372702	2.36	0.2
394	Nc1c(Cl)c(O)nc(F)c1Cl	Pyridinol (DCP)	12	16.061300658266685	16.0	1.2057807119162403	1.4390779009324275	0.401986244769555	1.21	0.42	0.13	Nc1c(Cl)c(O)nc(F)c1Cl	Nc1c(Cl)c(O)nc(F)c1Cl	Nc1c(Cl)c(O)nc(F)c1Cl	Fluroxypyr	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/89fd5575-9c5b-46da-bdca-64638188a25a/structure/32bc5649-986b-49bc-af3d-64befea64bfd	2	0.7919736247011148				2.6246692913372702	1.21	0.13
395	CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1	Flurprimidol	4	135.00961732311353	137.5	2.1303647062845714	0.2712250140379344	0.10550050528102985	0.27	0.47	1.28	CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1	CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1	CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1	Flurprimidol	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/b54b4591-2f52-4d4b-b113-cc279a7898ee/structure/96bb1710-dca9-4150-81be-193640812f78	0	1.6309506430300091				0.0	0.27	1.28
396	O=C(O)c1cccc(C(F)(F)F)c1	M320I029	7	8.235521597764427	8.5	0.9156911104708191	0.7755584398053641	0.2366991300071534	0.92	0.33	0.13	O=C(O)c1cccc(C(F)(F)F)c1	O=C(O)c1cccc(C(F)(F)F)c1	O=C(O)c1cccc(C(F)(F)F)c1	Flurtamone	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/446bbe4b-b667-455d-a343-422f30c5c60c/structure/1b6e7d3e-3c0c-4018-a291-4c1bb90d265c	1	0.6499607523472757	0.22176954385977135			0.0	0.92	0.13
397	O=C(O)C(F)(F)F	Trifluoroacetic acid (TFA) (M05)	4	999.9999999999998	1000.0	3.0	0.0	0.0	4.31	0.44	1.0	O=C(O)C(F)(F)F	O=C(O)C(F)(F)F	O=C(O)C(F)(F)F	Flurtamone	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/73faf62b-cdc6-4321-8ac1-6890bf06da3c/structure/b393426c-ecd2-408b-afc1-b0f5a0ffbcc6	2	0.7533259586659683	0.14841391342690266			0.0	4.31	1.0
398	CNC1=C(c2cccc(C(F)(F)F)c2)C(=O)C(c2ccccc2)O1	Flurtamone	10	14.19829318193339	10.8	1.1522361397196224	0.8325089127062363	0.2888193918656086	1.15	0.35	0.11	CNC1=C(c2cccc(C(F)(F)F)c2)C(=O)C(c2ccccc2)O1	CNC1=C(c2cccc(C(F)(F)F)c2)C(=O)C(c2ccccc2)O1	CNC1=C(c2cccc(C(F)(F)F)c2)C(=O)C(c2ccccc2)O1	Flurtamone	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/21b497b7-3994-409e-9f2b-bee78e1d34f9/structure/edb43b9e-0f88-4d07-9fd7-ee5df66f2b2a	0	0.7238784428341543	0.1959565980093952			0.7999999999999999	1.15	0.11
399	COc1ccccc1N1CCSC1=C(C#N)Sc1cc(C(F)(F)F)ccc1F	Flutianil	5	335.82923856381706	340.8	2.5261185047684807	0.12356220777949689	0.047754506885317446	2.52	0.31	0.15	COc1ccccc1N1CCSC1=C(C#N)Sc1cc(C(F)(F)F)ccc1F	COc1ccccc1N1CCSC1=C(C#N)Sc1cc(C(F)(F)F)ccc1F	COc1ccccc1N1CCSC1=C(C#N)Sc1cc(C(F)(F)F)ccc1F	Flutianil	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/53363c8f-1f66-426c-9355-ce6f21853cc9/structure/132ecfd5-ebb0-4b40-8d49-233c9f9d876f	0	1.3105723940324703	0.1794846584084341			0.0	2.52	0.15
400	COc1ccccc1N1CCSC1=C(C#N)S(=O)c1cc(C(F)(F)F)ccc1F	OC 53276	2	246.46867955178416	259.5	2.391761738371616	0.2812207903925228	0.1406103951962614	2.37	0.4	0.36	COc1ccccc1N1CCSC1=C(C#N)S(=O)c1cc(C(F)(F)F)ccc1F	COc1ccccc1N1CCSC1=C(C#N)S(=O)c1cc(C(F)(F)F)ccc1F	COc1ccccc1N1CCSC1=C(C#N)S(=O)c1cc(C(F)(F)F)ccc1F	Flutianil	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/5fbed75d-6add-4af6-b16f-0a18a612dce5/structure/81878852-84fd-4629-9877-d53d2faca133	1	0.0	0.0			0.0	2.37	0.36
401	COc1ccccc1N1CCS(=O)C1=C(C#N)Sc1cc(C(F)(F)F)ccc1F	OC 56574	5	131.30699134236812	156.0	2.118287850389383	0.6320232147054055	0.22028589876014956	2.11	0.34	0.17	COc1ccccc1N1CCS(=O)C1=C(C#N)Sc1cc(C(F)(F)F)ccc1F	COc1ccccc1N1CCS(=O)C1=C(C#N)Sc1cc(C(F)(F)F)ccc1F	COc1ccccc1N1CCS(=O)C1=C(C#N)Sc1cc(C(F)(F)F)ccc1F	Flutianil	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/7a0f430b-23ff-4046-8119-7ccef23c1f3d/structure/c5dc45a4-b384-466b-ae8d-efd81a5c266a	1	1.1805083650698966	0.1316002525092536			0.0	2.11	0.17
402	CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1	Flutolanil	6	237.70887040679762	255.5	2.376045388277804	0.5393502546406039	0.2005759168120007	2.37	0.33	0.14	CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1	CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1	CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1	Flutolanil	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/d4657104-cb0c-404c-b87c-37e3093a5819/structure/43101df5-b5bf-4364-a38c-148b69275e78	0	0.6910861017268398	0.2438490723254563			4.487637339278753	2.37	0.14
403	OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F	Flutriafol	12	1534.5462356677617	1555.0	3.1859799781981906	0.7157049619797067	0.20664964845007452	3.48	0.44	0.31	OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F	OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F	OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F	Flutriafol	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/48dbbe6a-0365-4276-b333-d74604687d59/structure/e9921adb-4f63-4d08-a2fd-884cbda586f7	0	0.6605973727535471	0.29199095320447854			2.7638539919628333	3.48	0.31
404	O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl	Folpet	6	1.645751543928374	2.9	0.21636427118885213	1.3324384599156054	0.479803607534011	0.24	0.53	0.23	O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl	O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl	O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl	Folpet	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/9a0d5d79-638e-444b-bd52-5cefae3963a4/structure/71d7b49d-32bd-40a2-a57c-6a11b5f14b1d	0	0.8789197915623472	0.37907121973759933			5.0	0.24	0.23
405	NC(=O)c1ccccc1C(=O)O	Phthalamic acid	2	0.565685424949238	0.6000000000000001	-0.247425010840047	0.3010299956639812	0.15051499783199063	-0.2	0.41	0.35	NC(=O)c1ccccc1C(=O)O	NC(=O)c1ccccc1C(=O)O	NC(=O)c1ccccc1C(=O)O	Folpet	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/6d377dfd-f3e7-43ed-8e67-ce598f1591e7/structure/5fc2040d-5d91-41ba-8c25-73f27ded4742	2	0.0	0.0			5.0	-0.2	0.35
406	O=C1NC(=O)c2ccccc21	Phtalimide	5	2.523627439257768	3.2	0.40202524081884483	1.1953460583484197	0.41344204828479514	0.42	0.47	0.23	O=C1NC(=O)c2ccccc21	O=C1NC(=O)c2ccccc21	O=C1NC(=O)c2ccccc21	Folpet	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/ce3d9558-7509-44ad-bffa-a068bdbc816d/structure/3cb2bbdc-197b-4c6f-8207-7d40a470572c	1	0.9086253353280438	0.37907121973759933			4.898979485566356	0.42	0.23
407	CN(C)C(=O)c1ccc(NC=O)cc1S(N)(=O)=O	AE F153745	4	0.5711305705405743	0.5	-0.2432645930102426	1.2653144433974468	0.5190005717132218	-0.19	0.55	0.31	CN(C)C(=O)c1ccc(NC=O)cc1S(N)(=O)=O	CN(C)C(=O)c1ccc(NC=O)cc1S(N)(=O)=O	CN(C)C(=O)c1ccc(NC=O)cc1S(N)(=O)=O	Foramsulfuron	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/5f02b079-83c3-43ec-86f1-3dfe1f73be41/structure/efdcd491-aaa3-4761-9530-0ebb7ab37e09	1	0.4062019202317982	0.21135578511015182			0.0	-0.19	0.31
408	COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2cc(NC=O)ccc2C(=O)N(C)C)n1	Foramsulfuron	12	5.794823601721369	7.05	0.7630402202883937	1.3117538610557542	0.39353863533873384	0.75	0.45	0.14	COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2cc(NC=O)ccc2C(=O)N(C)C)n1	COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2cc(NC=O)ccc2C(=O)N(C)C)n1	COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2cc(NC=O)ccc2C(=O)N(C)C)n1	Foramsulfuron	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/437d290c-bb38-4743-8987-1a9c25e79d9c/structure/d5e8a043-12a3-4ef7-8a3a-0d6ade36699e	0	0.9330356668185604	0.27879051093374857			5.0	0.75	0.14
409	COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2cc(N)ccc2C(=O)N(C)C)n1	AE F130619	12	0.8296681358650103	0.6499999999999999	-0.08109558905019917	1.5118833609788744	0.4001244270343224	-0.08	0.43	0.13	COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2cc(N)ccc2C(=O)N(C)C)n1	COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2cc(N)ccc2C(=O)N(C)C)n1	COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2cc(N)ccc2C(=O)N(C)C)n1	Foramsulfuron	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/e89e72da-9ac5-47f8-bece-b4e3e1c5b050/structure/95282c11-16b4-4c5f-81b7-047f39fa9f82	1	1.0701440712975676	0.13939776899582998			0.0	-0.08	0.13
410	CN(C)C=Nc1cccc(O)c1	3-HPDMF (N-(3-hydroxyphenyl)-NN-dimethylformamidine)	2	3.089983818727859	3.27	0.4899562051673585	0.2950670486903044	0.1475335243451522	0.51	0.42	0.37	CN(C)C=Nc1cccc(O)c1	CN(C)C=Nc1cccc(O)c1	CN(C)C=Nc1cccc(O)c1	Formetanate	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/91c7a1be-9dbe-4bf7-ad66-10e314cdd9d2/structure/9d17e691-387c-4b25-b44b-903995325fdd	1	0.10000000000000009				0.0	0.51	0.37
411	O=CNc1cccc(O)c1	3-HF (3-Hydroxyformarilide)	2	1.0203920815059278	1.065	0.00876707971859904	0.2559069748756154	0.1279534874378077	0.04	0.4	0.36	O=CNc1cccc(O)c1	O=CNc1cccc(O)c1	O=CNc1cccc(O)c1	Formetanate	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/e076d916-21a3-47fb-8337-ffd61b84b9aa/structure/9a6175a0-b5c0-46bc-80b0-763eb60a5569	2	0.10000000000000009				0.0	0.04	0.36
412	CNC(=O)Oc1cccc(N)c1	3-APMC (3-Aminophenyl methylcarbamate)	2	1.4587666023048373	1.7799999999999998	0.16398581181150523	0.5663444390614278	0.2831722195307139	0.19	0.45	0.39	CNC(=O)Oc1cccc(N)c1	CNC(=O)Oc1cccc(N)c1	CNC(=O)Oc1cccc(N)c1	Formetanate	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/80e1a57f-e5e1-4159-8b82-3655e0e5e881/structure/e7f366bd-d626-44a7-98ea-b5de47627bf1	2	0.10000000000000009				0.0	0.19	0.39
413	CNC(=O)Oc1cccc(NC=O)c1	3-FAPMC (3-Formamidophenyl methylcarbamate)	2	1.0285912696499033	1.035	0.012242833849583506	0.09691001300805636	0.04845500650402818	0.03	0.39	0.34	CNC(=O)Oc1cccc(NC=O)c1	CNC(=O)Oc1cccc(NC=O)c1	CNC(=O)Oc1cccc(NC=O)c1	Formetanate	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/5a805004-c85c-4931-8107-2769f8c2fbea/structure/ce607e99-2266-4b14-8b1c-5d67fa14c3c5	1	0.10000000000000009				0.0	0.03	0.34
414	CNC(=O)Oc1cccc(N=CN(C)C)c1	Formetanate	4	17.742315589026095	10.765	1.2490102999325106	1.2605709428579472	0.5023095079709441	1.25	0.54	0.3	CNC(=O)Oc1cccc(N=CN(C)C)c1	CNC(=O)Oc1cccc(N=CN(C)C)c1	CNC(=O)Oc1cccc(N=CN(C)C)c1	Formetanate	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/e5172231-e5ba-4c2d-9cb6-205bd869ff37/structure/124c65bb-07dc-448b-8bf9-c6f5728dcea5	0	0.8366600265340756				2.0615528128088303	1.25	0.3
