ID	SMILES	compound_name	DT50_count	DT50_gmean	DT50_log_median	DT50_log_gmean	DT50_log_spread	DT50_log_std	DT50_log_bayesian_mean	DT50_log_bayesian_std	DT50_log_bayesian_mean_std	canonical_SMILES	cropped_canonical_SMILES	cropped_canonical_SMILES_no_stereo	pathway_name	compound_id	node_depth	acidity_std	CEC_log_std	OC_log_std	biomass_log_std	temperature_std	logDT50_mean	logDT50_std
1	ClC=CCCl	1,3-Dichloropropene	6	17.104550332586445	14.100000000000001	1.2331116613539739	0.4476879819655173	0.1760635729164567	1.23	0.32	0.14	ClC=CCCl	ClC=CCCl	ClC=CCCl	1,3-Dichloropropene	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/cac57bca-a6b8-407a-915f-8eb1fb46661a/structure/6901fa22-a039-46d1-816f-5c9d8fee2da2	0	0.7781745019952503	0.1642450262808888		0.07451876063356085	3.72677996249965	1.23	0.14
2	OCC=CCl	3-Chloroallyl alcohol	10	0.30280113630722716	0.4	-0.5188424994129406	0.7781512503836436	0.29789824502943796	-0.55	0.41	0.14	OCC=CCl	OCC=CCl	OCC=CCl	1,3-Dichloropropene	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/0bdb6cba-f7a9-4375-a0fb-b38eeef122d3/structure/b799ae3f-29f1-471f-8b55-10d39532425e	1	0.7828793010419934	0.1558410930772787		0.016893101477109096	3.0	-0.55	0.14
3	O=C([O-])C=CCl	3-Chloroacrylic acid	10	6.157492906094701	8.2	0.7894039201707914	1.6320232147054057	0.5027105195098202	0.79	0.52	0.17	O=C([O-])C=CCl	O=C([O-])C=CCl	O=C([O-])C=CCl	1,3-Dichloropropene	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/2f6e4dee-68b4-4c8f-b465-e2591f3a37a6/structure/f9cc45cd-767f-48e6-b10a-7d975dd5abf3	2	0.7828793010419934	0.1558410930772787		0.01002724157737002	3.0	0.79	0.17
4	NC(=O)Cc1cccc2ccccc12	1-naphthylacetamide	6	0.36928111115087126	0.4	-0.432642906085127	1.419894584560088	0.421683623026113	-0.42	0.48	0.22	NC(=O)Cc1cccc2ccccc12	NC(=O)Cc1cccc2ccccc12	NC(=O)Cc1cccc2ccccc12	1-naphthylacetamide	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/1f07634f-4c6e-4736-af3c-056f147f94c7/structure/7913d066-2daa-4d3b-9f1d-452571fb79f3	0	0.8518297299865089	0.20900236808650977		0.02792900086028097	0.0	-0.42	0.22
5	O=C(O)c1cccc2ccccc12	1-naphthoic acid (M2)	12	1.6898062802071518	1.2	0.2278369198448516	1.1153934187020695	0.42198537361879507	-0.87	0.43	1.02	O=C(O)c1cccc2ccccc12	O=C(O)c1cccc2ccccc12	O=C(O)c1cccc2ccccc12	1-naphthylacetamide	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/1bb450ac-b75a-4a43-b43c-a4d1e11f61c3/structure/0cc9c9a6-7743-4756-ae4e-50e9a831e447	2	0.6169121133156291	0.17859300495523792		0.02184761862386748	0.0	-0.87	1.02
6	O=C(O)Cc1cccc2ccccc12	2-(1-naphtyl)acetic acid (M1)	10	3.2585352636649008	2.8200000000000003	0.5130224252647807	1.5610231394398717	0.43648795304302357	0.52	0.45	0.15	O=C(O)Cc1cccc2ccccc12	O=C(O)Cc1cccc2ccccc12	O=C(O)Cc1cccc2ccccc12	1-naphthylacetamide	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/c8dd8052-1273-4d54-8848-1edc13bedb21/structure/84ebf8d3-5c09-457d-9ea9-88e5898a238c	1	0.546517154351078	0.21331309274469396		0.0	1.5	0.52	0.15
7	O=C(O)COc1ccc(Cl)cc1Cl	2,4-D	43	6.3262372552456085	7.0	0.8011454753937726	1.8798479403044146	0.4294565897922914	0.6	0.59	0.18	O=C(O)COc1ccc(Cl)cc1Cl	O=C(O)COc1ccc(Cl)cc1Cl	O=C(O)COc1ccc(Cl)cc1Cl	2,4-D	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a441e53a-6e7b-45fc-851c-b7c93cd1f4a1/structure/384e53de-7f1b-4cf6-bcaf-8d2a6e3784c3	0	0.7991680368412561	0.23723899586761849			3.608114985695439	0.6	0.18
8	Oc1ccc(Cl)cc1Cl	2,4-Dichlorophenol	4	2.245992420508117	3.777	0.3514082863256818	1.4614720741597682	0.5678486859496136	0.37	0.59	0.33	Oc1ccc(Cl)cc1Cl	Oc1ccc(Cl)cc1Cl	Oc1ccc(Cl)cc1Cl	2,4-DB	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/ec701df9-090a-48ba-a5f3-43e947ecebe7/structure/96e61292-fa9c-49f3-9c76-f09a0e62ca74	3	0.8874119674649424	0.24094804000748685			0.0	0.37	0.33
9	O=C(O)CCCOc1ccc(Cl)cc1Cl	2,4-DB	5	2.5232813756934416	1.893	0.4019656821851858	1.4445524099062257	0.5000853873725288	0.43	0.54	0.26	O=C(O)CCCOc1ccc(Cl)cc1Cl	O=C(O)CCCOc1ccc(Cl)cc1Cl	O=C(O)CCCOc1ccc(Cl)cc1Cl	2,4-DB	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/1a567571-d6aa-4f3e-849f-6c2be79b077e/structure/ff51abea-e07d-4088-8753-1bdc40aa5d09	0	0.8138795979750323	0.2912000281627246			2.0	0.43	0.26
10	O=C(O)COc1ccc2ccccc2c1	2-naphthyloxyacetic acid	28	31.318890579733775	35.985	1.4958063694895651	1.6424886483835706	0.40857877950156596	1.5	0.42	0.08	O=C(O)COc1ccc2ccccc2c1	O=C(O)COc1ccc2ccccc2c1	O=C(O)COc1ccc2ccccc2c1	2-naphthyloxyacetic acid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a7714bce-6f0e-47fb-8cab-fab3dc7a6005/structure/41e11b49-eb9b-42ba-942b-f4758f3ce4ed	0	0.964764695854563	0.15850754089546756			5.24890659167824	1.5	0.08
11	c1ccc(CNc2[nH]cnc3ncnc2-3)cc1	6-Benzyladenine	6	2.048614896521323	1.15	0.31146032636867504	0.9030899869919435	0.39910316889688646	0.2	0.59	0.28	c1ccc(CNc2[nH]cnc3ncnc2-3)cc1	c1ccc(CNc2[nH]cnc3ncnc2-3)cc1	c1ccc(CNc2[nH]cnc3ncnc2-3)cc1	6-Benzyladenine	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a6803b7c-6b27-42e5-b34e-a0a696a2b9f7/structure/ea240b1a-2084-440f-8549-305436ffccc2	0	1.1190273554396346	0.20862022455551546			3.299831645537222	0.2	0.28
12	Oc1cccc2cccnc12	8-hydroxyquinoline	5	1.9075475054662794	7.5	0.2804753624093359	2.035667830220236	0.8622050540294908	0.19	0.97	0.48	Oc1cccc2cccnc12	Oc1cccc2cccnc12	Oc1cccc2cccnc12	8-hydroxyquinoline	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/60ca6b06-b65b-4a56-8982-33ec92a11d51/structure/9cb03246-e1b2-4e02-9a47-871760140fca	0	0.271293199325011	0.049734422682652275			4.0	0.19	0.48
13	CCCCCCCCCCCCC1=C(OC(C)=O)C(=O)c2ccccc2C1=O	Acequinocyl	7	2.0269822613807	2.1	0.3068499480920283	0.4057653461839941	0.12198916753426446	0.31	0.3	0.12	CCCCCCCCCCCCC1=C(OC(C)=O)C(=O)c2ccccc2C1=O	CCCCCCCCCCCCC1=C(OC(C)=O)C(=O)c2ccccc2C1=O	CCCCCCCCCCCCC1=C(OC(C)=O)C(=O)c2ccccc2C1=O	Acequinocyl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/dbda1459-9825-414b-956d-e6d90f85d341/structure/5b9eb677-509f-4840-9a41-eb43a6eacb35	0	0.9093617407336883	0.23980521817137657			3.4992710611188254	0.31	0.12
14	CCCCCCCCCCCCC(=O)C(=O)c1ccccc1C(=O)O	AKM 18	1	3.5	3.5	0.5440680443502757	0.0	0.0	0.6	0.47	0.58	CCCCCCCCCCCCC(=O)C(=O)c1ccccc1C(=O)O	CCCCCCCCCCCCC(=O)C(=O)c1ccccc1C(=O)O	CCCCCCCCCCCCC(=O)C(=O)c1ccccc1C(=O)O	Acequinocyl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a5ad0fb3-16b5-49f5-a915-11c740fc2958/structure/54548a04-e2c5-4d96-af82-ac7640d3e3ac	2	0.0	0.0			0.0	0.6	0.58
15	CCCCCCCCCCCCC1=C(O)C(=O)c2ccccc2C1=O	R1	6	8.808171256071315	10.45	0.9448857499741089	1.3891660843645324	0.4656265299693528	0.95	0.5	0.23	CCCCCCCCCCCCC1=C(O)C(=O)c2ccccc2C1=O	CCCCCCCCCCCCC1=C(O)C(=O)c2ccccc2C1=O	CCCCCCCCCCCCC1=C(O)C(=O)c2ccccc2C1=O	Acequinocyl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/67586ccd-992b-487c-9a95-af29c8dd6535/structure/c0563cfb-5a61-4eff-b56a-2cce9af57d5e	1	0.7588368291888138	0.21624201422735528			0.0	0.95	0.23
16	CC(=N)N(C)Cc1ccc(Cl)nc1	IM-1-5	5	438.99285447561664	420.0	2.642457451251083	0.317788344854828	0.10762362638688731	2.62	0.32	0.16	CC(=N)N(C)Cc1ccc(Cl)nc1	CC(=N)N(C)Cc1ccc(Cl)nc1	CC(=N)N(C)Cc1ccc(Cl)nc1	Acetamiprid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/4b67e1a0-106e-4991-8b6e-d6e077688d0d/structure/5f08fd82-61c5-49f4-95bf-fbdd1db504cc	1	0.31874754901018443	0.32475274299277257			0.0	2.62	0.16
17	CC(=NC(N)=O)N(C)Cc1ccc(Cl)nc1	IM-1-2	4	0.8717797887081347	1.75	-0.05959320385960435	1.2787536009528289	0.5437983789105075	-0.08	0.69	0.4	CC(=NC(N)=O)N(C)Cc1ccc(Cl)nc1	CC(=NC(N)=O)N(C)Cc1ccc(Cl)nc1	CC(=NC(N)=O)N(C)Cc1ccc(Cl)nc1	Acetamiprid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/2708a273-85f4-4c59-8c5a-d9cd2f4d74ff/structure/fa7dfd58-3ffc-48b8-b444-fcd2db9bfcb0	1	0.14999999999999983	0.0			0.0	-0.08	0.4
18	O=C(O)c1ccc(Cl)nc1	6-chloronicotinic-acid	7	2.6904971622736555	2.7	0.42983253832284257	0.6020599913279623	0.18305142653747736	0.43	0.31	0.13	O=C(O)c1ccc(Cl)nc1	O=C(O)c1ccc(Cl)nc1	O=C(O)c1ccc(Cl)nc1	Acetamiprid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/60f274c6-4950-49bf-8d80-a79bedf11a17/structure/4a08592e-16f3-4c54-a0f1-5c93384cea21	3	0.3958973274443147	0.38641612517790486			0.0	0.43	0.13
19	CC(=NC#N)N(C)Cc1ccc(Cl)nc1	Acetamiprid	8	1.862067977971697	1.25	0.26999553159650996	0.9945371042984978	0.3448699447786488	0.27	0.4	0.15	CC(=NC#N)N(C)Cc1ccc(Cl)nc1	CC(=NC#N)N(C)Cc1ccc(Cl)nc1	CC(=NC#N)N(C)Cc1ccc(Cl)nc1	Acetamiprid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/286b18f0-c4c5-4b6b-9e66-f22ddb5cc020/structure/efba0c0b-8913-4a78-8375-cbb4d5b49abf	0	0.6571719714047458	0.3317284062403507			3.307189138830738	0.27	0.15
20	CNCc1ccc(Cl)nc1	IM-1-4	8	19.081053664295183	25.200000000000003	1.2806023529652717	1.8717759243235415	0.7925748435517989	1.3	0.79	0.3	CNCc1ccc(Cl)nc1	CNCc1ccc(Cl)nc1	CNCc1ccc(Cl)nc1	Acetamiprid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/da542916-453e-4db6-8430-12a7c4787731/structure/4c1060ad-7286-44e5-a6b9-6234a4b3c57a	2	0.6571719714047458	0.3317284062403507			3.307189138830738	1.3	0.3
21	CC(=O)O	Acetic acid	2	0.6	0.6	-0.2218487496163564	0.0	0.0	-1.24	0.47	0.97	CC(=O)O	CC(=O)O	CC(=O)O	Acetic acid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/5e4989fc-13d3-45d4-ad57-3be380a9d3c0/structure/001ae332-266b-42f3-9737-3e1c793221dc	0	0.44999999999999973				0.0	-1.24	0.97
22	CCOCN(C(=O)CS(=O)(=O)O)c1c(C)cccc1CC	t-sulfonic acid  (7)	3	75.75103201983613	89.0	1.8793885539725859	0.65174777551707	0.27063991237440604	1.89	0.42	0.29	CCOCN(C(=O)CS(=O)(=O)O)c1c(C)cccc1CC	CCOCN(C(=O)CS(=O)(=O)O)c1c(C)cccc1CC	CCOCN(C(=O)CS(=O)(=O)O)c1c(C)cccc1CC	Acetochlor	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a42e1393-d7c9-482b-b6d2-6d5cd0e68d82/structure/ca4c9de3-fefa-443a-8ccb-66b21deb5d3a	4	0.8339997335464533	0.2989762238128564			0.0	1.89	0.29
23	CCOCN(C(=O)CCl)c1c(C)cccc1CC	Acetochlor	51	9.361121957412399	10.0	0.9713279033013763	2.1962946451439684	0.33690277291583154	0.97	0.34	0.05	CCOCN(C(=O)CCl)c1c(C)cccc1CC	CCOCN(C(=O)CCl)c1c(C)cccc1CC	CCOCN(C(=O)CCl)c1c(C)cccc1CC	Acetochlor	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/159946c6-229c-4254-82af-56c986511c9e/structure/c104a977-2e6a-4c83-8206-ebef5f400e67	0	0.9300666642773515	0.2761893341853936			1.582934559033259	0.97	0.05
24	CCOCN(C(=O)C(=O)O)c1c(C)cccc1CC	t-oxanilic acid (2)	3	38.91896388570882	30.0	1.5901612698103695	0.9411800366000831	0.3924610376265937	1.57	0.48	0.32	CCOCN(C(=O)C(=O)O)c1c(C)cccc1CC	CCOCN(C(=O)C(=O)O)c1c(C)cccc1CC	CCOCN(C(=O)C(=O)O)c1c(C)cccc1CC	Acetochlor	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/162c37d6-57c9-4350-a918-c548f1d5e374/structure/76a9c654-8539-4714-9fbf-2add589b996a	2	0.8339997335464533	0.2989762238128564			0.0	1.57	0.32
25	CCOCN(C(C)=O)c1c(C)cccc1CC	N-(ethoxymethyl)-N-(2-ethyl-6-methylphenyl)acetamide (6)	3	40.73314695727592	33.0	1.6099479640605603	0.30102999566398103	0.1388642026250641	1.63	0.36	0.25	CCOCN(C(C)=O)c1c(C)cccc1CC	CCOCN(C(C)=O)c1c(C)cccc1CC	CCOCN(C(C)=O)c1c(C)cccc1CC	Acetochlor	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/24ada201-f7e2-468e-a99f-d2dcad580fe4/structure/85416337-6a0c-44b7-a4db-d0aee355c51b	1	0.7245381670799377	0.179230047953724			0.0	1.63	0.25
26	CCc1cccc(C)c1NC(=O)CS(=O)(=O)O	s-sulfonic acid (13)	3	53.20289029277973	54.5	1.7259352263572427	0.4699663238319256	0.19200549489432145	1.72	0.39	0.26	CCc1cccc(C)c1NC(=O)CS(=O)(=O)O	CCc1cccc(C)c1NC(=O)CS(=O)(=O)O	CCc1cccc(C)c1NC(=O)CS(=O)(=O)O	Acetochlor	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/e6ca9677-8771-41ba-b002-3c54402b1ce5/structure/80520c20-f560-4463-a390-90c495f1e179	5	0.8339997335464535	0.01636192240431178			0.0	1.72	0.26
27	CCOCN(C(=O)CS(=O)CC(=O)O)c1c(C)cccc1CC	t-sulfinyl acetic acid (3)	3	91.76752901551633	92.0	1.9626890378024786	0.1741567592784814	0.07110344438183337	1.94	0.36	0.24	CCOCN(C(=O)CS(=O)CC(=O)O)c1c(C)cccc1CC	CCOCN(C(=O)CS(=O)CC(=O)O)c1c(C)cccc1CC	CCOCN(C(=O)CS(=O)CC(=O)O)c1c(C)cccc1CC	Acetochlor	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/b33295fd-ea8c-443a-86cd-046599460519/structure/0f8c8a0a-1bfd-470b-9aef-dbd8e7784155	4	0.8339997335464533	0.2989762238128564			0.0	1.94	0.24
28	CSC(=O)c1cccc2nnsc12	Acibenzolar-S-Methyl	20	0.14347329575637474	0.19	-0.8432289253055076	1.500307313545676	0.44191181522009876	-0.81	0.45	0.11	CSC(=O)c1cccc2nnsc12	CSC(=O)c1cccc2nnsc12	CSC(=O)c1cccc2nnsc12	Acibenzolar-S-Methyl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/0747e8a4-db36-46f8-818b-a104b2f1acb0/structure/544a77ff-70fc-4f16-b0ef-6fb957a8adad	0	0.4763139720814411	0.12379192920555225			0.0	-0.81	0.11
29	O=C(O)c1cccc2nnsc12	CGA210007	16	21.37979708560604	22.1	1.33000357902899	1.421700447479608	0.40187976707613976	1.33	0.41	0.11	O=C(O)c1cccc2nnsc12	O=C(O)c1cccc2nnsc12	O=C(O)c1cccc2nnsc12	Acibenzolar-S-Methyl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/89465e68-b68c-4f69-aa4b-cbb1390eaf62/structure/dc162ef2-25c2-4ee2-adba-5fe459e91739	1					0.0	1.33	0.11
30	Nc1c([N+](=O)[O-])ccc(Oc2ccccc2)c1Cl	Aclonifen	10	81.55993012336045	74.5	1.9114768450235622	0.7844914284146627	0.25935173585470517	1.92	0.32	0.11	Nc1c([N+](=O)[O-])ccc(Oc2ccccc2)c1Cl	Nc1c([N+](=O)[O-])ccc(Oc2ccccc2)c1Cl	Nc1c([N+](=O)[O-])ccc(Oc2ccccc2)c1Cl	Aclonifen	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/d58fa09b-1001-407b-a843-35accf511fa5/structure/c88fadd6-0609-4555-8920-aa97c2219778	0	0.4223742416388575	0.2648682248216953			4.58257569495584	1.92	0.11
31	CC1(C)C(C=CC(=O)OC(C(F)(F)F)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1	Acrinathrin	9	21.62122038471931	19.0	1.3348802035576854	1.100370545117563	0.3252222491105887	1.33	0.37	0.13	CC1(C)C(C=CC(=O)OC(C(F)(F)F)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1	CC1(C)C(C=CC(=O)OC(C(F)(F)F)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1	CC1(C)C(C=CC(=O)OC(C(F)(F)F)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1	Acrinathrin	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/0c081d82-6c64-439f-87b1-d9a32c88dc5f/structure/bd90ed58-5d3c-4d07-898f-d75475e40a6a	0	0.8781293248212994	0.20880488203713363			3.1426968052735447	1.33	0.13
32	COc1cc(O)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1	M2 (AE F101630)	6	6.041082272429717	4.85	0.781114750349386	0.7923916894982538	0.2973936668622528	0.79	0.37	0.17	COc1cc(O)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1	COc1cc(O)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1	COc1cc(O)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1	Amidosulfuron	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/1d385801-75d6-4879-b67d-d580559b5074/structure/59a0534a-eb9b-4885-94d7-0ecf09a5ead2	1	0.9339283817414602	0.2621433552794358			0.0	0.79	0.17
33	COc1cc(OC)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1	Amidosulfuron	16	17.05986573878345	22.35	1.2319756089455178	1.2385022948534132	0.33680700923812634	1.24	0.36	0.09	COc1cc(OC)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1	COc1cc(OC)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1	COc1cc(OC)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1	Amidosulfuron	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/be52579e-7db4-4e9c-af03-f0c6060bbe50/structure/7f97353a-91ca-40ae-a000-2eeadfae0e60	0	0.9013011427930181	0.2415495947321555			2.4206145913796355	1.24	0.09
34	COc1nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)nc(O)c1O	M1 (AE F128870)	4	95.33597753452462	133.3	1.979256823997433	1.2110399580060143	0.4570200892510223	1.96	0.49	0.27	COc1nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)nc(O)c1O	COc1nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)nc(O)c1O	COc1nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)nc(O)c1O	Amidosulfuron	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/7e96e814-23b5-4efd-b97e-3b512e54a9cd/structure/abbedab2-ad64-49fb-9ecf-fd0b41902138	2	1.0256095748383007	0.2709308606354518			0.0	1.96	0.27
35	Nc1cc(Cl)nc(C(=O)O)c1Cl	Aminopyralid	6	86.31484976807353	96.55000000000001	1.9360855189775066	1.1824060055423995	0.4082506242655986	1.91	0.46	0.21	Nc1cc(Cl)nc(C(=O)O)c1Cl	Nc1cc(Cl)nc(C(=O)O)c1Cl	Nc1cc(Cl)nc(C(=O)O)c1Cl	Aminopyralid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/7e4fc42a-712a-4b9a-9cfd-bdb3ad7de21d/structure/4a1f812c-9509-4d5a-9655-f09fc4e09820	0	0.9445751543536505	0.11572713148439272			5.773502691896258	1.91	0.21
36	Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1ncn(S(=O)(=O)N(C)C)n1	Amisulbrom	6	97.60989716386956	102.0	1.9894938552254546	1.1991565631243746	0.35090848134811603	1.98	0.4	0.18	Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1ncn(S(=O)(=O)N(C)C)n1	Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1ncn(S(=O)(=O)N(C)C)n1	Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1ncn(S(=O)(=O)N(C)C)n1	Amisulbrom	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a9602959-95ce-4eeb-9f2a-19178dc21ba9/structure/09796754-4554-4985-9438-69e8be43b1cf	0	0.7063206700139031	0.13324662015797267			3.72677996249965	1.98	0.18
37	Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1nc[nH]n1	IT-4	9	59.84028476290502	49.0	1.7769936515453095	0.5006023505691855	0.1767344660363423	1.78	0.29	0.1	Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1nc[nH]n1	Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1nc[nH]n1	Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1nc[nH]n1	Amisulbrom	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a08da785-a68a-4ace-8ea1-463129d5300e/structure/b82689b1-23d6-4a67-b9c0-a26853233488	1	1.0972468351669786	0.2952276137500034			3.1426968052735447	1.78	0.1
38	Nc1ncn[nH]1	Amitrole	11	10.202551185447485	6.8	1.0087087822741871	1.829303772831025	0.6025219712800177	1.02	0.62	0.19	Nc1ncn[nH]1	Nc1ncn[nH]1	Nc1ncn[nH]1	Amitrole	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/ff433725-79a6-4733-aec3-c6574de16060/structure/b28b2530-c2fc-4b6e-a0ca-4116f78e9d4b	0	0.0	0.0			7.5	1.02	0.19
39	Nc1ccc(S(N)(=O)=O)cc1	Sulfanilamide	3	7.592975966423466	6.4	0.8804120252346679	0.5286310741694289	0.2221043316687827	0.88	0.39	0.27	Nc1ccc(S(N)(=O)=O)cc1	Nc1ccc(S(N)(=O)=O)cc1	Nc1ccc(S(N)(=O)=O)cc1	Asulam	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/6687d1dc-8690-4b1b-b457-1eb303fe5a34/structure/b0d8caba-bdc9-4d38-9b16-575f8b452e92	1	1.5121728296285006				0.0	0.88	0.27
40	COC(=O)NS(=O)(=O)c1ccc(N)cc1	Asulam	5	4.685087341429677	3.89	0.6707176916053075	0.5892186848885534	0.202263611322276	0.68	0.34	0.16	COC(=O)NS(=O)(=O)c1ccc(N)cc1	COC(=O)NS(=O)(=O)c1ccc(N)cc1	COC(=O)NS(=O)(=O)c1ccc(N)cc1	Asulam	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a02e85ca-1db5-4055-b523-9f28d2bad877/structure/d9d82c94-6cea-40f9-977b-ea4ef3b14664	0	0.7440430095095312	0.1967787629678033			4.0	0.68	0.16
41	CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3C(=O)OC4C(O)C(C)CC(C(=O)O1)C34O)O2	NOA 448111 (8a-oxo avermectin B1a)	6	43.802098763389985	45.349999999999994	1.641494920082229	0.1909329167718603	0.06257615582752792	1.63	0.3	0.13	CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3C(=O)OC4C(O)C(C)CC(C(=O)O1)C34O)O2	CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3C(=O)OC4C(O)C(C)CC(C(=O)O1)C34O)O2	CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3C(=O)OC4C(O)C(C)CC(C(=O)O1)C34O)O2	Avermectin B1a	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/99500214-901c-4e3c-9d31-b6c719a74159/structure/693b240a-800c-4f56-99e7-beefb258937b	1	0.24944382578492952	0.12656961363124283			4.714045207910316	1.63	0.13
